chain_id,accounts,hops,total_value,time_span_hours,velocity
750923f2-ad22-4bef-a349-2e9e775d27f3,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032,3,84529670.20345035,1581.66,53443.5
e08e8345-e753-41f7-8096-ccd573044421,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000115,4,80801629.66855837,1581.66,51086.46
a873752c-0e67-47de-9ba3-1af103d577de,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000023,4,90498105.36555897,1785.36,50688.99
ab75e751-5b76-49a8-b434-2c6043608d13,ACC000105 -> ACC000051 -> ACC000145 -> ACC000010 -> ACC000003,4,133406193.506351,1785.16,74730.76
0c5b043e-0155-44f4-bf49-d654f8c814f4,ACC000105 -> ACC000051 -> ACC000145 -> ACC000116 -> ACC000036,4,88119167.68845117,1581.66,55712.94
4c65692f-9371-4424-9f9d-284f7aecea5f,ACC000105 -> ACC000051 -> ACC000145 -> ACC000122 -> ACC000008,4,102193651.20953459,1581.66,64611.47
0c1f052c-de9d-4366-9c08-cc05f2eb9c2c,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000192,4,76880239.47376755,1581.66,48607.18
e9c4829d-918c-4393-8771-34c3b196b564,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000153,4,81332963.96553057,1581.66,51422.4
464db2c6-fbc3-484b-bc53-0d6e8e9c8be2,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000064,4,109184176.18357956,1581.66,69031.2
ebeffd47-422c-4a5c-a7b6-4c7f70102426,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183,3,67136309.3304773,1581.66,42446.63
a185aef6-d2ae-4fbb-94c5-37a083ff0a2a,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000094,4,96077418.8778199,1581.66,60744.51
147d06ae-e203-4f50-9cdc-a7f3bfda90bf,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000009,4,86145707.31718938,1581.66,54465.23
ed3eddc4-cea5-440c-af67-b1dc9461ab0c,ACC000105 -> ACC000051 -> ACC000145 -> ACC000100 -> ACC000117,4,94178938.6168378,1686.47,55843.96
32f2dedb-9bd9-47bc-a696-c190b2f49117,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175,3,58755105.67760453,1581.66,37147.65
88b50f91-28db-4fdd-b76f-94e9dcbe1845,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097,3,74889146.0518322,1581.66,47348.32
e8f6feca-7206-425d-b21d-179eec0818ef,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000043,4,96317735.91985619,1771.39,54374.16
f75b3a3b-8bc5-4b47-8b40-6494fa990720,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000112,4,107801137.11893097,1581.66,68156.78
bb8bbcc7-bd43-45e5-9bc7-d23ce9655c4d,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000161,4,110052492.95680486,1665.26,66087.34
6cf1f938-5d6d-4bd5-9665-b0a26b37cbc1,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000019,4,123857878.72069818,1593.88,77708.33
0177ce12-3d9d-4bb2-ae21-22bdeae72f20,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175 -> ACC000120,4,88094030.96921417,1863.37,47276.63
7dcdfab7-d026-4ef4-ba32-4d1518513403,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000143,4,69230205.58143371,1581.66,43770.48
0e1db55d-e0b1-4c80-a00d-3eac16a43f25,ACC000105 -> ACC000051 -> ACC000145 -> ACC000010 -> ACC000194,4,102357035.11679682,1581.66,64714.77
1d03bf1c-61f8-4ab1-bef5-c25d429ebd91,ACC000105 -> ACC000051 -> ACC000145 -> ACC000078 -> ACC000074,4,90091544.39550951,1788.56,50371.06
06018c03-fd0b-4ce0-931f-0af134232221,ACC000105 -> ACC000051 -> ACC000145 -> ACC000198 -> ACC000129,4,85014746.31642303,1581.66,53750.19
a73df5c6-6e98-4c74-b04c-759135b5fc39,ACC000105 -> ACC000051 -> ACC000145 -> ACC000010 -> ACC000068,4,130740427.40860623,1581.66,82660.04
bacb05e8-71b7-4ed0-a0f1-937573e9db89,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000178,4,107684983.22330686,1780.86,60468.01
ba6f255e-ac70-43d9-9491-b93ba7539903,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000087,4,121785475.22320691,1581.66,76998.31
bd92f913-6201-4dd2-bf55-d25983a589b7,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000049,4,93030448.4059553,1581.66,58818.08
cd634cc8-f760-42b2-8bc4-441ededd518a,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000089,4,72034024.38030888,1814.63,39696.35
eeedb77c-5f5f-4a7f-9163-dc2a6e385ff4,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000176,4,98878707.86730655,1581.66,62515.61
c64b78b2-1969-4a3b-ab54-c06c26fcfb35,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000140,4,85677331.87740447,1581.66,54169.1
f6e75a46-09a6-42c4-b4cb-47c0f7d904d2,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000034,4,94690597.96783563,1581.66,59867.7
ef177997-5e1b-4c33-b416-e6e766843ef5,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000102,4,112529114.69339532,1581.66,71146.02
266aba03-8dee-4c13-bacd-1428549c69a1,ACC000105 -> ACC000051 -> ACC000145 -> ACC000116 -> ACC000050,4,107555076.73244116,1581.66,68001.21
1a8feffa-cb27-45a3-9de1-20dbe2fd1b5f,ACC000105 -> ACC000051 -> ACC000145 -> ACC000198 -> ACC000169,4,99333030.28975148,1581.66,62802.86
71e66691-f047-40f6-9fb5-32f4cef414b1,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000166,4,110405064.07047462,1740.56,63430.73
3bc2c37d-fe15-430f-a1cb-9115214f2955,ACC000105 -> ACC000051 -> ACC000145 -> ACC000010 -> ACC000152,4,137590266.70439276,1697.94,81033.76
efdaf9fc-fe5d-4439-a62e-de18e5717612,ACC000105 -> ACC000051 -> ACC000145 -> ACC000122 -> ACC000061,4,114463418.59033647,1581.66,72368.98
b25c4aa9-e734-4919-9245-295cead5e7ed,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000002,4,78895144.78660554,1581.66,49881.1
53e8e743-05ed-45f3-823a-ebccf04bc809,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000138,4,114773008.79724108,1581.66,72564.71
9b9a7f1d-4ca5-4f36-8e27-c6addb9c7841,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000142,4,114322713.31225628,1581.66,72280.02
cf1e73ee-20d1-4e21-b3d9-5b3b0f5db1ad,ACC000105 -> ACC000051 -> ACC000145 -> ACC000122 -> ACC000041,4,147738870.2384637,1581.66,93407.23
6c6ce0d1-9569-409f-bcaa-bcf2cc4573a2,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000018,4,84042219.22965327,1581.66,53135.31
b0b856b2-72f1-43aa-898c-7c79d152dbfc,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000164,4,89433069.68747506,1581.66,56543.65
1259c68b-a0d9-41d4-8f4f-5cfb43bee6fe,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000111,4,101674564.18403053,1581.66,64283.28
f3a4e2aa-c870-4cd5-9d86-6c846a636567,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000053,4,91156069.63175125,1581.66,57633.01
a66f6851-6e6a-42c4-91bd-00446fbf17ca,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000024,4,95917953.17696252,1581.66,60643.69
960957e8-1cfa-43b5-b104-2edc0fbab475,ACC000105 -> ACC000051 -> ACC000145,2,57050127.09442003,1581.66,36069.68
85c73315-b311-48e6-abc2-77b7122d7e82,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199,3,73809940.5841317,1581.66,46666.0
43d58668-c9e0-4369-8901-9ae62337da21,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000187,4,84254214.30745758,1581.66,53269.35
7a0a8148-ffaf-457b-99be-b80dff843289,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000046,4,107668108.62069438,1581.66,68072.67
6c40e576-3240-4b13-880f-bfad783fd406,ACC000105 -> ACC000051 -> ACC000145 -> ACC000078 -> ACC000076,4,96750117.56058273,1581.66,61169.82
4683285c-b477-417c-927a-883478efe34b,ACC000105 -> ACC000051 -> ACC000145 -> ACC000078 -> ACC000144,4,121742212.59750062,1685.25,72240.06
0f856ebe-6e0e-4f02-8933-681d870f1f74,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000113,4,75852119.52623694,1631.62,46488.89
2b95c0c4-1da4-409f-938e-15d467ad6b6a,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000021,4,106848584.40887359,1744.45,61250.58
d73e28e7-60fd-448e-bca8-98dcc35e2f61,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175 -> ACC000168,4,63797271.99245932,1581.66,40335.54
9bef5919-a8b1-41ca-aa5b-fdcaace9cabd,ACC000105 -> ACC000051 -> ACC000145 -> ACC000078 -> ACC000012,4,87684305.11620715,1581.66,55438.0
d537fcb4-cc91-4dd2-96f0-183f87f1899a,ACC000105 -> ACC000051 -> ACC000145 -> ACC000116 -> ACC000193,4,114713042.9577651,1581.66,72526.8
cc7dbb4a-2a44-4df9-981d-4c136997dd66,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000116,4,78338687.81005189,1581.66,49529.28
56f9bba4-9bed-4573-93ed-09e1fd8af13f,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000135,4,86052935.23864266,1656.85,51937.61
18924f2b-536f-4942-a934-3d1915b8f9ae,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000054,4,75919168.4942209,1581.66,47999.55
1b6ec021-259f-4b28-83dd-b2cced2f0fd8,ACC000105 -> ACC000051 -> ACC000145 -> ACC000116 -> ACC000075,4,110969855.07538202,1581.66,70160.19
43672eea-2347-4437-b0a4-5f3b3fe2bfd4,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000100,4,80726481.88020957,1581.66,51038.95
21cc5eaf-b6a8-4cef-937c-b2865c00651d,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000082,4,100679886.46995981,1894.75,53136.25
6a76fc90-1e2b-445f-a869-a8e1e06897a5,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000132,4,109611430.64153141,1581.66,69301.33
d3de9b26-26ed-409e-b16e-4625bc7f4467,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000078,4,114304889.29620546,1667.94,68530.72
a632a49e-3ab7-4da6-b3d4-cfc02d42ce3f,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000108,4,82746314.17598583,1672.59,49471.89
0cad46f8-2a58-44fc-ac3f-1b2336b79de8,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175 -> ACC000096,4,82908342.47799993,1581.66,52418.42
f8ac6f0d-abb6-436a-a7c4-620b8a7dbf98,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000066,4,85863001.79162586,1875.97,45769.98
5edd8715-2a27-4445-a5b1-56d5dd8867a6,ACC000105 -> ACC000051 -> ACC000145 -> ACC000010 -> ACC000052,4,111574909.48051089,1581.66,70542.73
fd9c6cf3-963f-4e48-a1d2-182c291a23e1,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000013,4,127897782.80978768,1581.66,80862.79
a4cef20f-3739-4e7f-b31b-ea434af469cf,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000011,4,78751181.03575991,1765.07,44616.58
ee81175e-4907-464f-b389-3ab2c92bf36c,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000044,4,82153378.87491612,1676.13,49013.62
a99f3ca3-3ef4-4258-9acf-e562b3afd908,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000128,4,105844748.92244068,1581.66,66919.86
aa0f5897-4437-4fea-96b8-8da06381d12b,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000029,4,76250677.53940646,1677.3,45460.25
d42b3446-28a6-4055-88c0-a50c709781ef,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000195,4,104383402.91881533,1796.89,58091.2
f98c53e4-64b0-4636-a93c-b8c11bf781df,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000098,4,107542772.86001325,1581.66,67993.43
af212049-2eca-4869-bd0e-a44417bec17c,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000149,4,102815584.92897338,1581.66,65004.69
3139033b-36db-4fa8-82bd-80b585db9718,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000173,4,93015750.2584614,1581.66,58808.79
0fe0f8f8-9ffc-4374-aba0-0470ecd9b0fb,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175 -> ACC000171,4,85106833.80284727,1581.66,53808.41
ec8a0d1a-90b5-4785-b0bd-4d436f3ee6c5,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175 -> ACC000067,4,67978045.16147201,1581.66,42978.81
a091314b-7c38-4eda-9e41-3a2e7050ec1c,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000001,4,99631094.68622987,1581.66,62991.31
db3ade00-4373-417c-98af-0fd4f57f5a8e,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000184,4,123911818.27685551,1581.66,78342.69
2937363b-2afa-49ce-8d28-e8dac61ad18a,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000033,4,92805023.84884766,1679.04,55272.79
505a248e-6f3b-4fb6-a726-116c130abb57,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000016,4,78680196.71023545,1667.25,47191.56
dc7cf468-34f3-418d-898e-437282ba3a49,ACC000105 -> ACC000051 -> ACC000145 -> ACC000116 -> ACC000147,4,129539347.3108381,1581.66,81900.67
694b69e7-8739-46ac-a2e4-6cb2fae07a0c,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000157,4,91852064.07065363,1581.66,58073.05
655b7e83-776d-4e54-9735-ff323a1613c8,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000086,4,119578440.75983648,1581.66,75602.93
443abe9e-5346-422a-81fd-1c4fd231d36a,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000085,4,111309040.03204396,1581.66,70374.64
42a05d07-ad4e-4f5d-b0d8-62e952d55e40,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000071,4,88486954.85686472,1622.46,54538.67
14ee6073-595a-4da0-939a-a5fc08abe8fe,ACC000105 -> ACC000051 -> ACC000145 -> ACC000116 -> ACC000026,4,126075874.91762947,1581.66,79710.9
b184b809-5980-45b5-838f-1688520421a7,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000065,4,120153642.25711633,1581.66,75966.6
cc983940-c405-4868-966f-5aab625bfeae,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000030,4,131075864.97600618,1622.74,80774.17
5cdcc2cd-96bb-493d-9c3d-8b8e3dd26061,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000104,4,82785231.71849474,1798.0,46042.95
1e626c34-cc63-423c-8308-6b8d2296dc05,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000121,4,96401024.97390139,1581.66,60949.11
e8f93e08-2591-484d-938e-04019f350ce1,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000110,4,105742772.61117013,1581.66,66855.39
b8c47602-94bc-4281-bf51-e51850417b5a,ACC000105 -> ACC000051 -> ACC000145 -> ACC000198 -> ACC000148,4,99949005.83257179,1581.66,63192.31
3dccf559-ed79-4aa2-975b-4d9efc77f55c,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000165,4,118800985.02160686,1851.55,64162.96
d27a19a7-2a93-4ffe-963c-c2d4a9771374,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000156,4,87073939.42617019,1581.66,55052.1
e4fac665-dc19-477b-9fc5-082ead829c5f,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000005,4,118213128.22883677,1581.66,74739.71
9e689a96-24e6-4f3c-b3f5-99944e9951a9,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000010,4,116954841.30144805,1581.66,73944.17
8c7be452-33bd-42b7-a339-85f7421779ee,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175 -> ACC000126,4,77197637.34802914,1581.66,48807.86
6ee3bad4-d8d5-4efc-a72c-a655f173b997,ACC000105 -> ACC000051 -> ACC000145 -> ACC000078 -> ACC000186,4,86458896.06965466,1581.66,54663.25
0bc45f8a-53c8-4691-afbe-eca19c2f98bc,ACC000105 -> ACC000051 -> ACC000145 -> ACC000198 -> ACC000170,4,96597458.62538955,1617.66,59714.35
bbdf7de7-cd64-4058-b99d-d30bad6b78a8,ACC000105 -> ACC000051 -> ACC000145 -> ACC000116 -> ACC000072,4,125837499.44159552,1841.37,68338.97
39b1b5ce-77bd-4db1-9b10-d0e19b2583c9,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000083,4,95398556.59672867,1848.47,51609.54
69881416-df30-4a1b-b04a-951747645232,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000139,4,101491886.2987339,1581.66,64167.79
6cf7e5be-a9f9-4ffe-a466-2f9dfe77ce1e,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000058,4,101649019.61710654,1581.66,64267.13
d9357ff2-07a9-43ff-a66a-779e2a94ba60,ACC000105 -> ACC000051 -> ACC000145 -> ACC000078 -> ACC000146,4,122151095.45491649,1581.66,77229.48
cc1d5b89-9154-41f6-9f33-b45fb0d044c6,ACC000105 -> ACC000051 -> ACC000145 -> ACC000100 -> ACC000035,4,76196470.59497431,1686.47,45181.15
8a33df16-d773-49b3-bd89-2e8126dc0640,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000048,4,77254743.45701364,1664.31,46418.54
8ab7630a-6f03-4abb-a3eb-9813ba8c7e97,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000181,4,70343454.32481103,1581.66,44474.33
ca04a53f-db61-4a8c-944f-b21dff3fd14f,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000172,4,88948726.7719464,1581.66,56237.43
cf81ae7a-ddfc-4af0-819b-3dc3e0e430d6,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000101,4,93712872.56327873,1919.5,48821.52
fbc0dc5b-57f9-4571-9163-913104af5595,ACC000105 -> ACC000051 -> ACC000145 -> ACC000116 -> ACC000106,4,121145933.91752422,1704.33,71081.09
fc3a935e-4a7a-49ca-b7e0-82d2eeda5655,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000040,4,102353487.78591609,1581.66,64712.53
27bb4c42-3a9d-47af-8529-f2c96905e91d,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000119,4,116067060.9541085,1581.66,73382.87
86ad0d01-87d7-42c3-b07c-4d4adf44d4d5,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000069,4,121003290.87685198,1581.66,76503.78
170a5c84-85be-4362-ba86-6dc57bb347f7,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175 -> ACC000020,4,66449082.085016444,1581.66,42012.13
3c66dffa-348b-459b-b152-c511604c7d6a,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000088,4,102021768.6009219,1581.66,64502.8
d0e33b6d-ab06-4d6f-84f1-c02021aea15b,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000007,4,81116033.03522043,1581.66,51285.24
1477dc2b-10ba-49ac-b570-f95b435bdf74,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175 -> ACC000114,4,63798543.40848999,1581.66,40336.34
bf96beab-6d37-4402-8993-c6e30e04001e,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000006,4,97801928.41020885,1581.66,61834.83
1d241672-3c86-4ae1-bb9d-4f6fc4eeba27,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000017,4,97167168.20825934,1581.66,61433.5
5433a5d5-f5ce-4127-bfda-24e6f02608ce,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000080,4,97220872.85145536,1745.44,55700.05
f9170770-0c89-4cf9-9866-9d1b4e471373,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000122,4,85539255.7128596,1581.66,54081.81
1f870cd2-63e3-4768-be02-3e4d8ed62b06,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175 -> ACC000154,4,94580327.94504109,1766.56,53539.15
6cab0bff-f7af-4ef4-b8de-f207d1cddeaa,ACC000105 -> ACC000051 -> ACC000145 -> ACC000148 -> ACC000081,4,95082442.54680483,1581.66,60115.44
d08c44d7-b2a9-40f0-8a0b-857462913cb9,ACC000105 -> ACC000051 -> ACC000145 -> ACC000097 -> ACC000196,4,104295254.30150372,1581.66,65940.2
e586a929-cb30-4feb-abcd-2ad5d5b3a4e0,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000155,4,105227468.09405197,1865.11,56418.96
4bcc3af1-3d91-4233-9aef-549cb8381438,ACC000105 -> ACC000051 -> ACC000145 -> ACC000198 -> ACC000015,4,66932951.32390619,1788.53,37423.46
6655390f-12bf-499c-9bb8-cff5276f5591,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000055,4,102320287.17299345,1581.66,64691.54
05ebf94d-1342-4426-9913-3089df67ec9e,ACC000105 -> ACC000051 -> ACC000145 -> ACC000116 -> ACC000109,4,108974440.40421559,1581.66,68898.6
2525c01d-e763-4d21-b4b2-586f9f011d9e,ACC000105 -> ACC000051 -> ACC000145 -> ACC000122 -> ACC000177,4,107697860.4219629,1581.66,68091.48
fff4b496-14c3-48e9-b247-b80ebe1b8f08,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000022,4,98084069.0317956,1581.66,62013.21
5ad9278f-7fe3-4296-9882-6581ec6f0d6b,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000189,4,109781643.95336801,1581.66,69408.95
57325d45-908e-4429-afd4-fbf07d97fecc,ACC000105 -> ACC000051 -> ACC000145 -> ACC000032 -> ACC000174,4,93811544.34214854,1581.66,59311.92
9bb3a204-44de-438a-b884-e35cebb45762,ACC000105 -> ACC000051 -> ACC000145 -> ACC000066 -> ACC000093,4,78717037.83332762,1616.47,48696.74
62661245-933f-4403-bdc8-7ede43c29e82,ACC000105 -> ACC000051 -> ACC000145 -> ACC000175 -> ACC000124,4,63983904.54587975,1581.66,40453.53
5333dd08-0b51-4dd4-877a-1a6cc32ffb74,ACC000105 -> ACC000051 -> ACC000145 -> ACC000199 -> ACC000133,4,90647203.41497356,1581.66,57311.28
e7864e00-cd39-4d57-b2a1-fcecb202ed42,ACC000105 -> ACC000051 -> ACC000145 -> ACC000183 -> ACC000159,4,86145124.81048863,1581.66,54464.86
